gene_id	WT1	WT2	WT3	Mutant1	Mutant2	Mutant3
CDIFF6300_029760	111	221	397	280	183	121
CDIFF6300_029770	4	11	31	19	16	11
CDIFF6300_029780	4	12	13	15	13	7
CDIFF6300_029790	40	71	96	65	44	30
CDIFF6300_029800	15	16	37	18	21	10
CDIFF6300_029810	36	63	140	148	118	74
CDIFF6300_029820	6	13	23	57	37	21
CDIFF6300_029830	16263	26907	43802	26649	20336	13644
CDIFF6300_029840	598	1396	2220	2238	1705	874
CDIFF6300_029850	138	461	759	1027	819	319
CDIFF6300_029860	170	383	757	626	441	345
CDIFF6300_029870	665	1941	2911	2290	1376	1046
CDIFF6300_029880	1071	2288	3371	3023	2168	1415
CDIFF6300_029890	5	36	62	59	22	17
CDIFF6300_029930	388	802	1213	830	670	400
CDIFF6300_029940	62	171	334	536	420	232
CDIFF6300_029950	48	140	243	320	269	160
CDIFF6300_029960	276	503	822	872	830	499
CDIFF6300_029970	902	1285	1885	1266	1112	945
CDIFF6300_029980	1433	2121	3364	1866	1645	1483
CDIFF6300_029990	1845	2893	4817	2682	2249	1535
CDIFF6300_030000	6253	10031	18358	8379	6780	3799
CDIFF6300_030010	184	334	512	328	278	127
CDIFF6300_030020	376	612	1013	617	444	199
CDIFF6300_030030	138	209	529	412	369	148
CDIFF6300_030040	5	11	22	18	20	8
CDIFF6300_030050	3	5	11	25	18	5
CDIFF6300_030060	7	17	23	31	23	18
CDIFF6300_030070	35	60	115	76	43	28
CDIFF6300_030080	128	167	260	102	91	52
CDIFF6300_030090	14	30	47	19	12	11
CDIFF6300_030100	948	1675	2850	1811	1428	1175
CDIFF6300_030110	42	119	242	422	366	165
CDIFF6300_030120	4858	7453	14675	5838	4554	3155
CDIFF6300_030130	3587	5586	10092	3785	2733	1953
CDIFF6300_030140	5998	11721	17258	12329	8876	5211
CDIFF6300_030150	1261	2572	3936	3225	2430	1665
CDIFF6300_030160	1043	2189	3589	2910	2189	1376
CDIFF6300_030170	1005	1861	2773	1747	1382	827
CDIFF6300_030180	189	368	559	488	354	273
CDIFF6300_030190	701	1374	2108	1950	1448	968
CDIFF6300_030200	123	235	700	695	621	308
CDIFF6300_030210	99	253	373	396	295	144
CDIFF6300_030220	27	66	81	106	76	37
CDIFF6300_030230	1453	2187	3919	2137	1656	1086
CDIFF6300_030240	1159	2228	3369	1989	1370	830
CDIFF6300_030250	9	13	37	78	43	14
CDIFF6300_030260	7	21	41	43	20	11
CDIFF6300_030270	1556	2067	3778	1554	1189	899
CDIFF6300_030280	180	243	539	590	263	135
CDIFF6300_030290	8	29	46	78	50	49
CDIFF6300_030300	22	33	69	75	66	29
CDIFF6300_030310	6050	12092	21073	15907	12397	5647
CDIFF6300_030320	156	344	773	988	804	447
CDIFF6300_030330	104	289	453	553	489	326
CDIFF6300_030340	9	43	66	28	21	12
CDIFF6300_030350	17	29	56	38	22	18
CDIFF6300_030360	20	40	71	114	102	99
CDIFF6300_030370	190	305	577	545	544	337
CDIFF6300_030380	36	36	91	48	55	41
CDIFF6300_030390	5	10	23	40	31	15
CDIFF6300_030400	8	23	43	27	26	13
CDIFF6300_030410	93	199	498	509	342	80
CDIFF6300_030420	311	816	1559	1442	1168	379
CDIFF6300_030430	5160	10589	16216	10422	7928	4931
CDIFF6300_030440	219	413	787	1092	850	261
CDIFF6300_030450	63	151	240	318	242	96
CDIFF6300_030460	17	92	120	271	229	88
CDIFF6300_030470	54	194	312	561	518	172
CDIFF6300_030480	18	72	118	219	175	74
CDIFF6300_030490	26	97	179	268	224	100
CDIFF6300_030500	37	152	242	270	251	121
CDIFF6300_030510	46	133	264	336	294	102
CDIFF6300_030520	229	492	823	691	490	305
CDIFF6300_030530	341	813	1159	1064	675	401
CDIFF6300_030540	143	407	606	695	546	385
CDIFF6300_030550	141	345	594	730	542	330
CDIFF6300_030560	143	427	639	762	601	274
CDIFF6300_030570	117	257	367	442	374	139
CDIFF6300_030580	59	130	213	266	208	60
CDIFF6300_030590	632	846	2110	2776	3186	1806
CDIFF6300_030600	2390	4648	8000	5550	4055	2730
CDIFF6300_030610	33	68	101	158	111	67
CDIFF6300_030620	713	1183	1910	1644	1312	906
CDIFF6300_030630	11287	21682	35895	23583	17972	12179
CDIFF6300_030640	0	0	1	0	1	0
CDIFF6300_030650	10776	19375	31587	19213	14840	9380
CDIFF6300_030660	448	1305	1831	1954	1514	1091
CDIFF6300_030670	34522	58462	91406	43868	33601	25588
CDIFF6300_030680	3173	5723	8745	5579	4157	2731
CDIFF6300_030690	1032291	1755126	2729833	1503763	1062623	735495
CDIFF6300_030700	503	1074	1684	1168	834	609
CDIFF6300_030710	2220	3973	6385	3687	2937	2175
CDIFF6300_030720	769	2135	3428	2750	2107	1325
CDIFF6300_030730	1486	4495	6731	6726	4715	2800
CDIFF6300_030740	416	709	1256	750	518	297
CDIFF6300_030750	42	86	124	130	68	34
CDIFF6300_030760	2023	2095	5489	4705	3524	1731
CDIFF6300_030770	54	52	147	98	62	43
CDIFF6300_030780	426	695	1455	1440	1114	525
CDIFF6300_030790	567	1151	1813	1818	1403	634
CDIFF6300_030800	91	138	235	308	220	136
CDIFF6300_030810	181	300	510	556	427	244
CDIFF6300_030820	156	284	492	419	267	143
CDIFF6300_030830	5	20	46	67	48	15
CDIFF6300_030840	1	2	6	6	12	4
CDIFF6300_030850	520	582	1435	360	239	116
CDIFF6300_030860	92	77	267	125	93	45
CDIFF6300_030870	2	10	27	30	21	12
CDIFF6300_030880	22	30	74	48	29	28
CDIFF6300_030890	2	5	10	3	6	6
CDIFF6300_030900	0	0	1	2	3	1
CDIFF6300_030910	8	27	36	47	36	16
CDIFF6300_030920	171	303	512	386	290	143
CDIFF6300_030930	120	251	472	366	243	107
CDIFF6300_030940	489	805	1343	823	541	311
CDIFF6300_030950	104	192	313	248	210	104
CDIFF6300_030960	1	2	0	2	0	1
CDIFF6300_030970	3686	6016	11888	6886	5279	4303
CDIFF6300_030980	53	87	153	105	91	57
CDIFF6300_030990	48	74	122	104	77	75
CDIFF6300_031000	26	58	83	123	85	74
CDIFF6300_031010	108	267	447	298	206	95
CDIFF6300_031020	1	0	2	5	1	0
CDIFF6300_031030	273	521	978	620	483	298
CDIFF6300_031040	151	272	517	357	263	163
CDIFF6300_031050	1	2	6	9	9	7
CDIFF6300_031060	3093	5007	8195	3517	2692	1795
CDIFF6300_031070	113	286	543	387	329	154
CDIFF6300_031080	4009	6282	16642	9253	7505	3182
CDIFF6300_031090	83	204	314	260	227	174
CDIFF6300_031100	165	320	611	432	357	232
CDIFF6300_031110	408	318	640	164	101	63
CDIFF6300_031120	94	157	297	161	132	72
CDIFF6300_031130	7	2	19	13	12	6
CDIFF6300_031140	16	8	13	18	12	9
CDIFF6300_031150	0	9	20	2	8	3
CDIFF6300_031160	5	4	9	1	1	2
CDIFF6300_031170	1	6	7	12	9	1
CDIFF6300_031180	506	912	1308	821	579	413
CDIFF6300_031190	93	171	268	269	196	64
CDIFF6300_031200	3519	6274	12938	7306	5671	3553
CDIFF6300_031210	536	896	1782	1193	963	575
CDIFF6300_031220	3	4	2	3	6	1
CDIFF6300_031230	23	25	74	31	21	8
CDIFF6300_031240	22	41	99	74	21	22
CDIFF6300_031250	5	10	15	17	7	9
CDIFF6300_031260	1	1	4	16	12	8
CDIFF6300_031270	31	122	183	383	345	187
CDIFF6300_031280	14	33	71	122	93	32
CDIFF6300_031290	123	194	521	370	280	166
CDIFF6300_031300	128	504	973	1202	894	585
CDIFF6300_031310	284	839	1389	1502	1239	631
CDIFF6300_031320	90	207	379	566	481	212
CDIFF6300_031330	98	207	410	352	229	112
CDIFF6300_031340	76	209	326	354	182	104
CDIFF6300_031350	98	247	404	489	339	150
CDIFF6300_031360	9	26	29	57	60	33
CDIFF6300_031370	61	111	146	102	67	47
CDIFF6300_031380	10	17	33	27	28	7
CDIFF6300_031390	23	46	62	37	33	21
CDIFF6300_031400	39	88	89	63	52	24
CDIFF6300_031410	19	32	89	103	56	50
CDIFF6300_031420	495	543	1120	411	282	136
CDIFF6300_031430	27	40	84	86	78	45
CDIFF6300_031440	2309	4027	6208	3547	2714	1869
CDIFF6300_031450	1086	1863	2949	1820	1388	946
CDIFF6300_031460	107	117	237	32	24	17
CDIFF6300_031470	10	31	48	69	64	31
CDIFF6300_031480	42	86	184	122	91	53
CDIFF6300_031490	1	7	11	13	16	13
CDIFF6300_031500	195	374	627	293	251	150
CDIFF6300_031510	318	607	1074	870	602	351
CDIFF6300_031520	54	125	196	188	106	92
CDIFF6300_031530	61	129	217	148	150	96
CDIFF6300_031540	22	20	70	74	66	33
CDIFF6300_031550	2	3	3	6	8	5
CDIFF6300_031560	65	103	198	94	77	49
CDIFF6300_031570	48	88	340	406	323	116
CDIFF6300_031580	106	251	462	625	466	364
CDIFF6300_031590	139	341	576	928	773	541
CDIFF6300_031600	164	462	803	1442	1148	801
CDIFF6300_031610	95	169	305	268	187	104
CDIFF6300_031620	38	68	118	110	106	36
CDIFF6300_031630	35	77	159	69	67	66
CDIFF6300_031640	7	26	45	52	33	14
CDIFF6300_031650	31	60	147	157	136	77
CDIFF6300_031660	2	9	16	26	24	11
CDIFF6300_031670	206	400	1274	497	893	156
CDIFF6300_031680	353	923	1625	2157	1732	1377
CDIFF6300_031690	130	341	661	902	603	562
CDIFF6300_031700	214	507	931	1010	697	616
CDIFF6300_031710	6	12	18	17	11	8
CDIFF6300_031720	17	21	45	35	19	12
CDIFF6300_031730	0	2	1	2	0	1
CDIFF6300_031740	2	1	0	6	2	3
CDIFF6300_031750	3	8	10	7	4	11
CDIFF6300_031760	28	41	72	94	67	67
CDIFF6300_031770	3	4	3	5	7	6
CDIFF6300_031780	3	5	10	9	6	4
CDIFF6300_031790	2	11	14	19	17	21
CDIFF6300_031800	0	2	2	4	9	3
CDIFF6300_031810	0	1	2	2	5	6
CDIFF6300_031820	16	18	39	51	40	41
CDIFF6300_031830	1	5	11	15	14	7
CDIFF6300_031840	29	47	71	74	47	38
CDIFF6300_031850	513	1210	1663	1553	1208	656
CDIFF6300_031860	280	585	877	832	650	408
CDIFF6300_031870	104	144	507	330	397	150
CDIFF6300_031880	5	7	8	9	16	11
CDIFF6300_031890	0	4	3	4	8	5
CDIFF6300_031900	7	16	37	41	14	12
CDIFF6300_031910	0	2	0	1	1	0
CDIFF6300_031920	2	4	7	6	8	6
CDIFF6300_031930	5	7	12	11	13	9
CDIFF6300_031940	4	4	11	9	10	8
CDIFF6300_031950	3	4	16	13	10	10
CDIFF6300_031960	2	1	4	4	1	2
CDIFF6300_031970	16	27	40	53	46	41
CDIFF6300_031980	3	8	13	11	10	10
CDIFF6300_031990	19	28	100	214	137	51
CDIFF6300_032000	6	12	25	25	34	27
CDIFF6300_032010	6	5	13	15	19	19
CDIFF6300_032020	4	2	7	6	7	7
CDIFF6300_032030	5	5	10	15	20	12
CDIFF6300_032040	1868	1516	2697	2999	2351	2363
CDIFF6300_032050	1800	3232	6493	3436	2483	1168
CDIFF6300_032060	1114	957	2517	2471	2385	1606
CDIFF6300_032070	1272	2254	4593	2966	2252	1407
CDIFF6300_032080	161	267	440	372	313	205
CDIFF6300_032090	17	31	47	63	41	33
CDIFF6300_032100	26	43	57	86	63	32
CDIFF6300_032110	2	12	12	25	16	20
CDIFF6300_032120	5	20	7	25	14	8
CDIFF6300_032130	3	7	7	13	6	1
CDIFF6300_032140	1	4	7	13	8	6
CDIFF6300_032150	1	1	3	6	2	1
CDIFF6300_032160	3	2	3	8	2	2
CDIFF6300_032170	13	21	34	37	25	13
CDIFF6300_032180	3	16	24	42	31	13
CDIFF6300_032190	3	2	4	8	6	3
CDIFF6300_032200	2	3	4	11	12	7
CDIFF6300_032210	1	3	5	9	6	5
CDIFF6300_032220	10	11	25	50	29	11
CDIFF6300_032230	3	6	13	16	18	9
CDIFF6300_032240	59	94	190	191	149	75
CDIFF6300_032250	29	52	121	137	130	47
CDIFF6300_032260	15	29	38	45	35	22
CDIFF6300_032270	9	12	22	19	22	11
CDIFF6300_032280	3	2	7	10	6	3
CDIFF6300_032290	1	4	5	5	4	6
CDIFF6300_032300	16	38	62	76	58	38
CDIFF6300_032310	6	16	28	40	31	18
CDIFF6300_032320	7	13	20	32	42	28
CDIFF6300_032330	7	28	25	68	57	29
CDIFF6300_032340	40	65	155	162	142	58
CDIFF6300_032350	0	1	1	2	3	1
CDIFF6300_032360	10825	16182	27895	13537	9618	6084
CDIFF6300_032370	16419	25189	39918	23755	16818	12717
CDIFF6300_032380	12050	19506	33728	21739	14864	12569
CDIFF6300_032390	1699	2828	5037	3153	2286	2171
CDIFF6300_032400	3635	6963	11750	7652	5290	4933
CDIFF6300_032410	2652	5184	7700	5068	3724	3500
CDIFF6300_032420	5274	8253	14958	7999	5950	4934
CDIFF6300_032430	9034	17093	26301	17649	13480	10488
CDIFF6300_032440	2979	4867	8604	5001	4125	2640
CDIFF6300_032450	6	14	26	36	43	36
CDIFF6300_032460	931	2009	5122	4676	3355	1587
CDIFF6300_032470	36	61	127	167	131	66
CDIFF6300_032480	27	57	113	188	205	142
CDIFF6300_032490	105738	174982	299293	188283	186160	140678
CDIFF6300_032500	2	10	29	12	10	5
CDIFF6300_032510	16	18	41	26	33	9
CDIFF6300_032520	9	5	8	9	4	4
CDIFF6300_032530	1	3	8	12	9	4
CDIFF6300_032540	7	8	27	14	13	7
CDIFF6300_032550	2	4	0	2	2	3
CDIFF6300_032560	167	410	781	584	342	132
CDIFF6300_032570	0	1	2	6	0	0
CDIFF6300_032580	7	12	9	19	7	1
CDIFF6300_032590	1	0	1	6	6	6
CDIFF6300_032600	70	135	284	280	224	228
CDIFF6300_032610	162	360	609	616	480	563
CDIFF6300_032620	110	246	468	405	306	308
CDIFF6300_032630	1237	2067	3845	2372	1788	1739
CDIFF6300_032640	125	311	413	482	338	277
CDIFF6300_032650	492	1147	1687	1162	837	706
CDIFF6300_032660	1067	2260	3041	1908	1184	1067
CDIFF6300_032670	143	295	504	357	249	252
CDIFF6300_032680	24	58	105	147	118	95
CDIFF6300_032690	63	127	181	158	115	49
CDIFF6300_032700	8	7	21	19	3	5
CDIFF6300_032710	1	9	13	10	12	7
CDIFF6300_032720	0	3	14	25	22	7
CDIFF6300_032730	0	3	7	13	10	4
CDIFF6300_032740	406	797	1722	1052	998	702
CDIFF6300_032750	110	216	451	245	203	220
CDIFF6300_032760	48	109	174	127	113	104
CDIFF6300_032770	39	61	80	67	53	56
CDIFF6300_032780	45	76	190	203	145	68
CDIFF6300_032790	9	29	54	139	74	41
CDIFF6300_032800	21	68	132	280	181	68
CDIFF6300_032810	134	193	469	411	307	184
CDIFF6300_032820	88	203	339	627	468	235
CDIFF6300_032830	109	231	378	551	398	211
CDIFF6300_032840	413	881	1370	1387	977	568
CDIFF6300_032850	37	73	157	250	127	78
CDIFF6300_032860	19	67	113	246	109	62
CDIFF6300_032870	58	130	245	397	180	84
CDIFF6300_032880	4	13	22	49	25	4
CDIFF6300_032890	54	134	189	305	141	64
CDIFF6300_032900	87	237	449	526	433	221
CDIFF6300_032910	220	530	968	937	462	250
CDIFF6300_032920	19	23	74	71	52	51
CDIFF6300_032930	19	48	65	57	49	51
CDIFF6300_032940	366	705	1351	1160	814	613
CDIFF6300_032950	99	230	411	389	279	206
CDIFF6300_032960	20	20	69	52	68	35
CDIFF6300_032970	620	1271	1964	1454	1261	1065
CDIFF6300_032980	347	745	1252	827	699	489
CDIFF6300_032990	76	102	166	89	99	57
CDIFF6300_033000	40	71	132	106	114	72
CDIFF6300_033010	100	192	355	270	525	411
CDIFF6300_033020	5	3	8	7	8	7
CDIFF6300_033030	1925	3395	5885	3627	3001	1951
CDIFF6300_033040	512	1145	1870	1355	1161	701
CDIFF6300_033050	33	65	127	122	105	48
CDIFF6300_033060	18	10	30	20	16	6
CDIFF6300_033070	16	24	24	19	15	7
CDIFF6300_033080	17	13	41	13	11	5
CDIFF6300_033090	27	53	72	95	76	22
CDIFF6300_033100	26	40	63	52	46	7
CDIFF6300_033110	1405	3433	4845	4631	3877	1144
CDIFF6300_033120	1304	3288	4435	4416	3764	1204
CDIFF6300_033130	1065	3029	4435	5241	4117	1445
CDIFF6300_033140	3256	7895	11965	12855	10980	3262
CDIFF6300_033150	227	596	1218	1638	1442	478
CDIFF6300_033160	2	1	6	7	8	2
CDIFF6300_033170	44	39	136	150	93	56
CDIFF6300_033180	1	8	7	13	14	3
CDIFF6300_033190	325	496	947	621	452	231
CDIFF6300_033200	278	750	1711	1939	1743	327
CDIFF6300_033210	140	262	530	483	374	185
CDIFF6300_033220	52	174	246	415	240	126
CDIFF6300_033230	22	58	130	236	145	86
CDIFF6300_033240	51	62	128	251	233	115
CDIFF6300_033250	4463	6958	12518	6789	5484	3644
CDIFF6300_033260	58	128	294	291	279	89
CDIFF6300_033270	2089	3739	5319	5250	4147	1842
CDIFF6300_033280	71	109	293	127	76	45
CDIFF6300_033290	1	5	2	8	9	8
CDIFF6300_033300	2	7	3	2	7	4
CDIFF6300_033310	0	1	4	3	3	2
CDIFF6300_033320	72	97	163	144	98	59
CDIFF6300_033330	12	17	30	41	35	25
CDIFF6300_033340	0	5	6	5	0	0
CDIFF6300_033350	3	2	7	5	10	3
CDIFF6300_033360	1	9	9	15	8	4
CDIFF6300_033370	2	8	11	16	31	19
CDIFF6300_033380	24	55	93	117	71	38
CDIFF6300_033390	15	21	65	66	55	44
CDIFF6300_033400	4	6	5	23	11	6
CDIFF6300_033410	0	0	0	6	1	0
CDIFF6300_033420	1	4	7	8	4	0
CDIFF6300_033430	14	24	37	17	17	12
CDIFF6300_033440	5	16	12	12	6	3
CDIFF6300_033450	11	31	31	46	32	19
CDIFF6300_033460	5	9	14	12	10	8
CDIFF6300_033470	251	401	649	385	294	240
CDIFF6300_033480	16	43	91	78	61	53
CDIFF6300_033490	19	66	118	198	139	41
CDIFF6300_033500	453	945	1969	1348	1100	530
CDIFF6300_033510	267	619	1069	909	748	409
CDIFF6300_033520	411	847	1462	1316	1026	685
CDIFF6300_033530	167	340	624	470	321	269
CDIFF6300_033540	195	469	774	600	465	342
CDIFF6300_033550	7	9	8	18	13	4
CDIFF6300_033560	130	422	645	782	827	715
CDIFF6300_033570	15	24	37	32	26	9
CDIFF6300_033580	5	21	25	41	21	17
CDIFF6300_033590	1	2	4	5	7	1
CDIFF6300_033600	0	2	7	9	9	4
CDIFF6300_033610	1	2	0	1	0	0
CDIFF6300_033620	58	124	191	91	61	37
CDIFF6300_033630	1	5	8	2	6	4
CDIFF6300_033640	3	6	10	16	9	2
CDIFF6300_033650	2	3	3	0	4	1
CDIFF6300_033660	0	1	1	2	1	2
CDIFF6300_033670	65	96	148	129	74	70
CDIFF6300_033680	73	176	273	210	162	101
CDIFF6300_033690	39	94	116	106	68	39
CDIFF6300_033700	39	109	164	231	120	84
CDIFF6300_033710	23030	60799	85610	86582	62403	39450
CDIFF6300_033720	44934	106815	171388	126985	93418	54810
CDIFF6300_033730	104	232	528	417	284	101
CDIFF6300_033740	4211	13874	20420	18542	12653	5704
CDIFF6300_033750	12	22	24	33	34	6
CDIFF6300_033760	1	1	5	1	4	1
CDIFF6300_033770	12	13	21	18	14	4
CDIFF6300_033780	0	0	1	0	0	2
CDIFF6300_033790	538	1027	1355	1132	813	468
CDIFF6300_033800	236	439	713	610	441	262
CDIFF6300_033810	143	315	431	532	391	190
CDIFF6300_033820	0	0	5	2	4	2
CDIFF6300_033830	307	1162	1747	1008	662	271
CDIFF6300_033840	27	119	220	217	151	54
CDIFF6300_033850	32	23	89	57	55	30
CDIFF6300_033860	94	153	354	158	144	99
CDIFF6300_033870	2	10	24	28	13	20
CDIFF6300_033880	71	121	189	250	174	75
CDIFF6300_033890	69	72	119	67	65	41
CDIFF6300_033900	62	73	158	88	65	45
CDIFF6300_033910	9	20	29	24	34	24
CDIFF6300_033920	70	145	211	157	120	83
CDIFF6300_033930	2	6	12	17	9	7
CDIFF6300_033940	28	45	129	115	87	43
CDIFF6300_033950	39	45	110	56	39	48
CDIFF6300_033960	129	252	351	215	184	77
CDIFF6300_033970	57	76	150	73	58	42
CDIFF6300_033980	11	19	61	44	25	25
CDIFF6300_033990	1	16	22	14	6	7
CDIFF6300_034000	439	960	1578	1914	1499	656
CDIFF6300_034010	287	631	991	1342	1001	392
CDIFF6300_034020	18	30	70	99	67	26
CDIFF6300_034030	8	22	39	16	14	7
CDIFF6300_034040	25	51	125	79	90	49
CDIFF6300_034050	18	19	65	33	34	20
CDIFF6300_034060	0	0	0	1	0	0
CDIFF6300_034070	56	102	221	211	182	108
CDIFF6300_034080	84	120	246	96	86	55
CDIFF6300_034090	77	157	213	118	89	45
CDIFF6300_034100	163	321	572	569	437	282
CDIFF6300_034110	160	371	607	584	495	250
CDIFF6300_034120	5	3	10	13	11	7
CDIFF6300_034130	26	118	146	122	103	54
CDIFF6300_034140	0	12	24	16	9	7
CDIFF6300_034150	53	151	172	107	88	53
CDIFF6300_034160	13	34	49	39	35	15
CDIFF6300_034170	21	38	73	63	36	23
CDIFF6300_034180	1	4	3	16	8	10
CDIFF6300_034190	15	49	65	74	50	36
CDIFF6300_034200	134	226	401	257	185	112
CDIFF6300_034210	35	57	75	72	69	31
CDIFF6300_034220	1842	3964	6061	7190	5562	2685
CDIFF6300_034230	2274	4621	6909	7786	6155	2682
CDIFF6300_034240	21	73	204	360	218	39
CDIFF6300_034250	2	11	15	22	10	13
CDIFF6300_034260	3	21	41	48	34	21
CDIFF6300_034270	17	45	46	77	54	35
CDIFF6300_034280	9	30	42	35	25	25
CDIFF6300_034290	5	11	25	27	13	9
CDIFF6300_034300	10	26	55	60	49	23
CDIFF6300_034310	37	70	179	161	137	84
CDIFF6300_034320	333	532	806	1838	1395	723
CDIFF6300_034330	0	0	3	2	0	1
CDIFF6300_034340	0	0	7	4	4	1
CDIFF6300_034350	50	137	280	408	333	168
CDIFF6300_034360	94	242	385	310	199	129
CDIFF6300_034370	1151	2229	3274	2195	1517	959
CDIFF6300_034380	1608	2825	4919	3028	2216	1441
CDIFF6300_034390	1	0	0	2	1	0
CDIFF6300_034400	0	0	1	0	3	1
CDIFF6300_034410	0	0	0	0	0	0
CDIFF6300_034420	0	0	0	0	0	0
CDIFF6300_034430	21	67	69	75	46	37
CDIFF6300_034440	4	14	15	5	12	5
CDIFF6300_034450	23	60	80	61	34	25
CDIFF6300_034460	74	127	233	187	151	99
CDIFF6300_034470	71	165	388	345	249	146
CDIFF6300_034480	197	246	517	329	258	214
CDIFF6300_034490	73	142	250	199	136	86
CDIFF6300_034500	10	11	31	41	42	22
CDIFF6300_034510	116	140	333	301	261	120
CDIFF6300_034520	66	205	383	231	164	57
CDIFF6300_034530	3	9	18	40	21	21
CDIFF6300_034540	4	7	16	5	7	11
CDIFF6300_034550	7	18	18	22	8	8
CDIFF6300_034560	5	9	11	12	14	5
CDIFF6300_034570	9	20	30	42	33	39
CDIFF6300_034580	1321	2071	3454	2140	1612	1240
CDIFF6300_034590	48	69	112	91	58	42
CDIFF6300_034600	67	115	193	123	98	52
CDIFF6300_034610	1941	3132	7221	3668	2845	1524
CDIFF6300_034620	0	1	2	3	2	1
CDIFF6300_034630	11	16	17	38	23	11
CDIFF6300_034640	280	373	989	1043	858	426
CDIFF6300_034650	10222	20096	33183	31446	26317	11164
CDIFF6300_034660	3242	6804	11681	12902	11068	5175
CDIFF6300_034670	1384	2602	4114	4172	3927	1625
CDIFF6300_034680	2634	5098	8741	7593	6715	2504
CDIFF6300_034690	5085	10574	21478	20146	19626	4802
CDIFF6300_034700	192	395	768	1181	1049	591
CDIFF6300_034710	127	280	509	594	548	337
CDIFF6300_034720	91	117	199	119	85	60
CDIFF6300_034730	30	56	67	60	47	22
CDIFF6300_034740	123	208	367	232	177	91
CDIFF6300_034750	79	138	199	150	111	84
CDIFF6300_034760	62	123	180	107	75	63
CDIFF6300_034770	222	325	540	365	309	171
CDIFF6300_034780	271	380	631	369	306	171
CDIFF6300_034790	92	149	230	175	134	82
CDIFF6300_034800	19	22	31	30	32	28
CDIFF6300_034810	20	35	59	57	62	32
CDIFF6300_034820	66	136	258	218	195	80
CDIFF6300_034830	2	3	7	20	28	17
CDIFF6300_034840	9	20	33	54	55	18
CDIFF6300_034850	59	114	184	184	134	65
CDIFF6300_034860	33	69	89	124	74	45
CDIFF6300_034870	93	250	363	271	225	149
CDIFF6300_034880	1054	2052	3326	2450	1875	1207
CDIFF6300_034890	6	21	36	16	14	2
CDIFF6300_034900	13	26	47	25	36	18
CDIFF6300_034910	89	163	237	102	102	70
CDIFF6300_034920	33	44	100	103	100	63
CDIFF6300_034930	20	35	67	65	54	47
CDIFF6300_034940	3	5	6	5	9	5
CDIFF6300_034950	2	1	6	6	4	3
CDIFF6300_034960	0	1	4	0	1	0
CDIFF6300_034970	3	2	2	1	1	0
CDIFF6300_034980	12	50	65	111	80	43
CDIFF6300_034990	18	34	59	50	55	31
CDIFF6300_035000	650	1303	2249	1543	1227	832
CDIFF6300_035010	58	177	305	510	367	141
CDIFF6300_035020	39	124	198	298	231	66
CDIFF6300_035030	38	88	155	129	94	55
CDIFF6300_035040	1	1	5	5	6	2
CDIFF6300_035050	3	8	12	10	11	3
CDIFF6300_035060	17	20	41	33	23	16
CDIFF6300_035070	27	45	89	85	52	29
CDIFF6300_035080	29	82	178	259	190	98
CDIFF6300_035090	6	8	32	69	55	33
CDIFF6300_035100	0	3	7	8	10	3
CDIFF6300_035110	7	31	21	55	27	8
CDIFF6300_035120	16	42	59	124	82	38
CDIFF6300_035130	22	33	57	45	43	26
CDIFF6300_035140	10	25	52	78	51	11
CDIFF6300_035150	381	650	1075	742	520	256
CDIFF6300_035160	18	37	56	53	33	24
CDIFF6300_035170	5	5	3	21	15	10
CDIFF6300_035180	2507	3801	5827	3742	2463	1544
CDIFF6300_035190	575	1157	2113	2454	1824	690
CDIFF6300_035200	1003	1751	2948	2052	1590	952
CDIFF6300_035210	1997	4160	5953	4370	3347	2368
CDIFF6300_035220	3459	6422	10098	6360	4804	3517
CDIFF6300_035230	3563	6690	10117	7488	5603	4165
CDIFF6300_035240	3312	6568	10729	8643	6173	3792
CDIFF6300_035250	1115	1843	2929	1983	1507	1053
CDIFF6300_035260	126	295	641	700	584	256
CDIFF6300_035270	3	6	10	10	10	4
CDIFF6300_035280	14	32	71	165	115	21
CDIFF6300_035290	6750	13650	23936	13355	8843	6939
CDIFF6300_035300	252	466	759	556	468	206
CDIFF6300_035310	90	136	291	193	167	70
CDIFF6300_035320	78	76	164	122	91	45
CDIFF6300_035330	739	1442	3069	2016	1298	472
CDIFF6300_035340	3203	5774	10799	7900	5126	2503
CDIFF6300_035350	527	944	1807	1716	1231	677
CDIFF6300_035360	430	979	1782	1684	1118	613
CDIFF6300_035370	767	1494	3015	2705	1725	944
CDIFF6300_035380	5577	9307	17692	11127	7272	4106
CDIFF6300_035390	1486	2686	4543	3046	1929	1186
CDIFF6300_035400	6238	11145	21430	16097	10126	6003
CDIFF6300_035410	472	830	1467	1001	777	572
CDIFF6300_035420	1606	3186	6106	7783	6004	5056
CDIFF6300_035430	533	970	2255	1651	1027	375
CDIFF6300_035440	0	3	0	0	0	0
CDIFF6300_035450	25	21	75	50	42	27
CDIFF6300_035460	325	204	940	424	302	90
CDIFF6300_035470	178	362	1339	1922	1572	607
CDIFF6300_035480	26	19	71	21	19	12
CDIFF6300_035490	29	56	196	175	172	45
CDIFF6300_035500	54	135	237	315	281	77
CDIFF6300_035510	6	19	28	48	48	23
CDIFF6300_035520	389	1053	1853	1553	1062	623
CDIFF6300_035530	8972	17130	24926	16635	12170	8121
CDIFF6300_035540	32	61	136	198	212	178
CDIFF6300_035550	11	10	18	11	14	5
CDIFF6300_035560	30	17	36	27	14	10
